2498750311370470000000000000000000,9,9,9,9,9
2498750311370470000000000000000000,17,17,17,17,17
2498750311370470000000000000000000,9,9,9,9,9
2506585111200490000000000000000000,7,7,7,7,7
2506586411200490000000000000000000,29,29,29,29,166
2659803510780440000000000000000000,26,26,26,26,0
2659803510780440000000000000000000,13,13,13,6,294
2706903510603440000000000000000000,77,77,77,77,125
2706903510603440000000000000000000,29,29,29,29,0
2706903510650440000000000000000000,19,19,19,19,0
2706903510650440000000000000000000,10,10,10,182,182
2706903510650440000000000000000000,250,250,250,250,0
2706903510820440000000000000000000,19,19,19,10,10
2706903510820440000000000000000000,29,29,29,10,768
2706903510820440000000000000000000,528,528,528,528,0
2813015111180490000000000000000000,15,15,15,15,15
2813015411840490000000000000000000,7,7,7,7,7
2813016410960490000000000000000000,7,7,15,73,15
2813016411100490000000000000000000,7,7,7,7,175
2813016411320490000000000000000000,7,7,7,7,496
2813016411620490000000000000000000,29,29,29,29,15
2817926411100430000000000000000000,49,49,49,49,49
2817926411100430000000000000000000,10,10,20,108,137
2817926411100450000000000000000000,69,69,69,69,69
2817926411100450000000000000000000,10,10,69,206,196
2817926411320430000000000000000000,20,20,20,29,10
2817926411400450000000000000000000,20,20,20,20,20
2893865110860450000000000000000000,20,20,29,29,20
2893865110860460000000000000000000,69,69,137,402,225
2893865111160450000000000000000000,10,10,10,10,10
2893865111160460000000000000000000,39,39,20,10,10
2893865510860460000000000000000000,10,10,39,88,20
2894035410950440000000000000000000,9,9,9,9,136
2894035410980440000000000000000000,9,9,9,9,43
2894035510950450000000000000000000,17,17,17,17,34
2894035510980440000000000000000000,34,34,34,34,85
2908540311070460000000000000000000,9,9,9,9,9
2908540311140460000000000000000000,9,9,9,9,160
2908540311140460000000000000000000,9,9,9,18,36
2908540311370460000000000000000000,27,27,27,18,18
2908540311370460000000000000000000,18,18,18,9,9
2908540311370460000000000000000000,9,9,9,9,9
2908540311420460000000000000000000,9,9,9,9,9
2908540311420460000000000000000000,18,18,18,18,18
2908540311420460000000000000000000,36,36,36,36,36
2908540311420460000000000000000000,9,9,9,9,9
2910865111080480000000000000000000,19,19,432,677,235
2910865111310480000000000000000000,9,9,244,705,479
2910865111840480000000000000000000,9,9,9,9,9
2910869111200490000000000000000000,9,9,9,9,9
2910869111870490000000000000000000,38,38,38,38,38
2915142110920420000000000000000000,20,20,20,20,20
2915143510920420000000000000000000,15,15,15,15,15
3025130311150440000000000000000000,88,88,88,88,88
3025133510880440000000000000000000,34,34,34,34,34
3025133510880440000000000000000000,20,20,20,20,20
3025135511150440000000000000000000,7,7,7,7,7
3044580310730460000000000000000000,17,17,17,17,25
3044580310730460000000000000000000,8,8,8,8,8
3044580310730460000000000000000000,8,8,8,8,0
3044580310850460000000000000000000,75,75,75,75,75
3044580310850460000000000000000000,166,166,166,166,166
3044580310850460000000000000000000,8,8,8,8,8
3044580310900460000000000000000000,17,17,83,199,166
3044580310900460000000000000000000,8,8,208,357,91
3044580310900460000000000000000000,17,17,25,8,0
3044580311030460000000000000000000,8,8,8,25,0
3044580311030460000000000000000000,8,8,8,0,0
3044583510900460000000000000000000,8,8,8,8,8
3044583510900460000000000000000000,8,8,8,8,8
3044585510850460000000000000000000,8,8,8,8,8
3044585510850460000000000000000000,8,8,8,8,8
3089133510810440000000000000000000,16,16,16,16,8
3089135110810440000000000000000000,8,8,8,172,205
3089136410810440000000000000000000,16,16,16,16,16
3089136410960450000000000000000000,16,16,16,8,8
3216833510810470000000000000000000,17,17,17,145,179
3216833510960470000000000000000000,26,26,26,34,17
3216835110810470000000000000000000,34,34,34,952,1292
3216835411470470000000000000000000,9,9,9,9,9
3216836410810470000000000000000000,9,9,9,9,9
3216836410960460000000000000000000,17,17,17,357,391
3216836411100460000000000000000000,9,9,9,9,17
3401755111100460000000000000000000,9,9,9,9,9
3401755511100460000000000000000000,56,56,56,56,56
3473845110938460000000000000000000,9,9,46,230,0
3473845110938460000000000000000000,9,9,110,166,37
3473845110938460000000000000000000,276,276,276,276,2502
3473845510938460000000000000000000,18,9,28,92,0
3473845510938460000000000000000000,9,28,46,166,18
3473845510938460000000000000000000,28,28,28,28,644
3473846410956460000000000000000000,9,9,9,9,37
3486412110800460000000000000000000,55,55,55,202,258
3486413510800460000000000000000000,9,9,9,110,230
3486416411150460000000000000000000,18,18,18,9,18
3490233510800470000000000000000000,29,29,427,563,165
3490235110800470000000000000000000,29,29,369,611,204
3490235110840450000000000000000000,10,10,10,10,10
3490235110840470000000000000000000,49,49,49,49,340
3490235510840470000000000000000000,19,19,19,19,49
3490236411100450000000000000000000,10,10,10,10,10
3490236411100470000000000000000000,68,68,68,68,49
3502593510960460000000000000000000,8,8,8,47,8
3502593511100460000000000000000000,16,16,16,16,8
3502596410960460000000000000000000,16,16,16,190,126
3502596411100460000000000000000000,24,24,24,316,198
3540680310930460000000000000000000,9,9,9,9,9
3540680310930460000000000000000000,64,64,64,64,607
3540680310930460000000000000000000,9,9,9,9,9
3540680311020460000000000000000000,9,9,9,9,9
3540682110860470000000000000000000,9,9,9,18,28
3540682110860470000000000000000000,9,9,9,9,0
3540683510860470000000000000000000,9,9,9,64,64
3540683510930460000000000000000000,37,37,37,37,37
3569865111350490000000000000000000,56,56,56,56,56
3569865111520490000000000000000000,14,14,14,14,14
3569865111820490000000000000000000,28,28,28,28,28
3593785411080430000000000000000000,16,16,16,16,16
3606480310790420000000000000000000,141,141,141,141,150
3606483510730420000000000000000000,9,9,9,9,9
3761936411450450000000000000000000,133,133,133,133,133
3783560310850460000000000000000000,22,22,22,22,266
3783560311080460000000000000000000,7,7,7,7,7
3783563510850460000000000000000000,67,67,67,67,348
3783563511080460000000000000000000,7,7,7,7,7
3785365111230450000000000000000000,133,133,133,133,133
3785365111500450000000000000000000,14,14,14,14,14
3792653010820400000000000000000000,34,34,34,34,34
3792653510603400000000000000000000,102,102,102,102,102
3792653510603400000000000000000000,292,292,292,292,510
3792655510820400000000000000000000,68,68,68,68,68
3798762110860460000000000000000000,28,28,119,63,91
3798763510860460000000000000000000,7,7,7,7,7
3798765110860460000000000000000000,35,35,35,35,35
3798765111000460000000000000000000,7,7,7,7,7
3798765111230460000000000000000000,7,7,7,7,7
3849240310910500000000000000000000,8,8,8,8,8
3849245111870500000000000000000000,50,50,50,50,84
3849246411200500000000000000000000,59,59,59,59,378
3925930310900450000000000000000000,8,8,8,8,77
3925935411080450000000000000000000,15,15,15,15,15
3925935511120450000000000000000000,62,62,62,62,146
3952345111230480000000000000000000,47,47,47,47,47
3952345111500480000000000000000000,9,9,9,9,9
4010526411150440000000000000000000,6,6,6,110,116
4010526411150450000000000000000000,122,122,122,122,122
4010526411150450000000000000000000,6,6,6,6,6
4010526411150450000000000000000000,6,6,6,6,6
4010526411350450000000000000000000,6,6,6,6,6
4010526411350450000000000000000000,6,6,6,6,6
4010526411550450000000000000000000,6,6,6,6,6
4098545111100470000000000000000000,77,77,77,77,318
4098545111100470000000000000000000,77,77,77,585,611
4098545111100470000000000000000000,112,112,112,112,112
4098545511100470000000000000000000,17,17,9,26,26
4098545511100470000000000000000000,9,9,9,52,198
4098545511100470000000000000000000,9,9,9,9,0
4098545511100470000000000000000000,9,9,9,9,9
4098545511100470000000000000000000,9,9,86,0,0
4098545511100470000000000000000000,26,26,26,421,292
4098545511100470000000000000000000,9,9,0,0,0
4098545511100470000000000000000000,9,9,9,9,0
4098545511100470000000000000000000,86,86,86,86,86
4098545511200470000000000000000000,9,9,9,9,9
4098545511200470000000000000000000,9,9,9,9,9
4098545511200470000000000000000000,9,9,9,9,9
4098546411020460000000000000000000,9,9,9,9,9
4098546411100470000000000000000000,163,163,163,163,163
4098546411450460000000000000000000,26,26,26,26,26
4122403510860470000000000000000000,47,47,47,47,172
4122405111100470000000000000000000,36,36,36,36,36
4122405511100470000000000000000000,5,5,5,5,5
4167490310960430000000000000000000,7,7,7,36,101
4167490311000430000000000000000000,22,22,22,58,122
4167490311000430000000000000000000,14,14,14,50,72
4167495510960430000000000000000000,7,7,7,14,7
4167495511000430000000000000000000,7,7,7,7,7
4178030310910430000000000000000000,7,7,7,7,7
4178030310910430000000000000000000,20,20,20,20,20
4178033510910430000000000000000000,14,14,14,14,14
4254323510810460000000000000000000,9,9,9,346,464
4254323510810460000000000000000000,9,9,9,9,9
4254323510810460000000000000000000,36,36,173,209,46
4254325110810460000000000000000000,109,109,109,1019,1274
4254325110810460000000000000000000,46,46,346,528,309
4254326410960460000000000000000000,18,18,18,91,9
4254326410960460000000000000000000,9,9,55,18,0
4254326411100460000000000000000000,9,9,9,9,9
4361055111050470000000000000000000,24,24,12,47,0
4361055111050470000000000000000000,24,24,24,24,24
4361055111050470000000000000000000,24,24,24,6,407
4361055511050470000000000000000000,6,6,6,6,6
4361055511050470000000000000000000,6,6,6,6,0
4361056411287470000000000000000000,6,6,6,6,6
4361056411287470000000000000000000,6,6,6,6,71
4370635111000450000000000000000000,10,10,10,10,10
4370635111000450000000000000000000,10,10,10,10,10
4370635111000450000000000000000000,29,29,29,29,29
4370637111410450000000000000000000,10,10,10,10,10
4375985111100460000000000000000000,50,50,50,50,446
4375985411450460000000000000000000,6,6,6,39,11
4375985511100450000000000000000000,39,39,39,39,72
4375985511200460000000000000000000,6,6,6,6,6
4375985511450460000000000000000000,17,17,17,22,6
4375985511450460000000000000000000,6,6,6,6,0
4375985511450460000000000000000000,6,6,6,6,6
4375985511450460000000000000000000,6,6,6,6,6
4375986411450460000000000000000000,6,6,6,6,6
4375986411450460000000000000000000,11,11,11,11,11
4537527111000470000000000000000000,19,19,19,19,19
4537527111000470000000000000000000,19,19,19,19,19
4537527111350470000000000000000000,29,29,29,29,29
4537527111350480000000000000000000,67,67,67,67,114
4537527111350480000000000000000000,10,10,10,10,10
4537527111850470000000000000000000,10,10,10,10,10
4537527111850480000000000000000000,10,10,10,10,10
4683920311070490000000000000000000,6,6,6,6,6
4683920311070490000000000000000000,6,6,6,6,6
4683920311140490000000000000000000,106,106,106,106,241
4683920311370490000000000000000000,39,39,39,39,45
4726035111000470000000000000000000,8,8,8,67,84
4726035111020480000000000000000000,8,8,84,193,42
4726035111230480000000000000000000,25,25,8,17,126
4758953510810460000000000000000000,27,27,27,27,27
4758953510960460000000000000000000,5,5,5,5,5
4758955110810460000000000000000000,38,38,38,38,38
4758956410960460000000000000000000,49,49,49,49,49
4819505111160460000000000000000000,32,32,32,32,81
4819505111410460000000000000000000,11,11,11,11,5
4819505111410460000000000000000000,5,5,5,5,5
4819505511160460000000000000000000,5,5,5,5,5
4824977111550460000000000000000000,17,17,125,6,6
4824977111650470000000000000000000,6,6,6,188,125
4824977111690460000000000000000000,125,125,125,125,125
4929520310930470000000000000000000,16,16,16,16,55
4929520310930470000000000000000000,16,16,16,16,237
4929520310930470000000000000000000,8,8,8,8,8
4929523510930470000000000000000000,8,8,8,8,0
4929523510930470000000000000000000,24,24,24,24,40
4964590310930440000000000000000000,10,10,10,10,144
4964593510930440000000000000000000,10,10,29,29,422
5015645111480480000000000000000000,37,37,37,37,37
5015645111480480000000000000000000,9,9,9,9,9
5103099111350470000000000000000000,5,5,5,5,26
5103099111550470000000000000000000,26,26,26,26,94
5103099111800460000000000000000000,10,10,10,10,16
5167503510820450000000000000000000,5,5,5,5,58
5167503510820450000000000000000000,5,5,5,5,90
5264015110953460000000000000000000,11,11,11,11,374
5264015110953460000000000000000000,6,6,6,6,6
5264016410956460000000000000000000,11,11,11,11,11
5277651120300370000000000000000000,6,6,6,6,6
5277651120300370000000000000000000,195,195,195,195,195
5277651120300370000000000000000000,6,6,6,6,6
5277651120360370000000000000000000,12,12,12,12,12
5278099111350500000000000000000000,6,6,6,6,6
5278099111350500000000000000000000,17,17,17,17,17
5278099111350510000000000000000000,50,50,50,50,28
5278099111350510000000000000000000,17,17,17,17,17
5278099111350510000000000000000000,50,50,50,50,50
5278099111800490000000000000000000,6,6,6,6,6
5278099111800510000000000000000000,17,17,17,17,143
5278099111800510000000000000000000,6,6,6,6,6
5278099111800510000000000000000000,6,6,6,6,6
5278099112000510000000000000000000,11,11,11,11,11
5407125111350450000000000000000000,9,9,9,9,19
5407125111350450000000000000000000,9,9,9,9,47
5407125111350450000000000000000000,19,19,19,19,19
5407125511040450000000000000000000,28,28,28,28,47
5407125511040450000000000000000000,9,9,9,9,9
5591320311100490000000000000000000,7,7,7,7,7
5591320311100490000000000000000000,7,7,7,7,62
5591320311100490000000000000000000,7,7,7,7,14
5591320311370490000000000000000000,14,14,14,14,14
5591320311370490000000000000000000,7,7,7,7,7
5591320311370490000000000000000000,14,14,14,14,7
5591320311370500000000000000000000,7,7,7,7,7
5602653510635440000000000000000000,27,27,27,27,41
5602653510635440000000000000000000,7,7,7,7,0
5602653510750450000000000000000000,54,54,54,54,14
5602653510780450000000000000000000,14,14,14,7,7
5602653510780450000000000000000000,7,7,7,7,0
5602653510850450000000000000000000,211,211,211,211,163
5602653510850450000000000000000000,27,27,27,27,0
5691545511100420000000000000000000,28,28,28,28,28
5691545511100420000000000000000000,9,9,9,9,9
5691546411100420000000000000000000,74,74,74,74,74
5691546411100420000000000000000000,83,83,83,83,83
5762983510820470000000000000000000,8,8,8,8,0
5762983510820470000000000000000000,8,8,8,47,71
5762983510830470000000000000000000,16,16,16,16,0
5762983510830470000000000000000000,8,24,63,63,32
5762983510830510000000000000000000,16,16,16,158,166
5762983510830510000000000000000000,8,8,8,8,8
5762983510830510000000000000000000,8,8,8,8,0
5762983510850470000000000000000000,8,8,8,8,8
5762983510890510000000000000000000,47,47,47,47,0
5762983510890510000000000000000000,24,24,32,24,16
5762983510900470000000000000000000,24,24,24,24,24
5762983510900510000000000000000000,8,8,8,8,8
5762983510900520000000000000000000,24,24,24,24,24
5762983510900520000000000000000000,8,8,8,8,8
5762985511080480000000000000000000,8,8,8,8,8
5804703510810460000000000000000000,6,6,6,6,148
5804705110810460000000000000000000,6,6,6,6,407
5804705110810460000000000000000000,77,77,77,77,77
5804706410960460000000000000000000,6,6,6,6,24
5806340310930440000000000000000000,9,9,9,9,9
5806340310930440000000000000000000,37,37,37,37,129
5806340310930440000000000000000000,18,18,18,18,101
5806340310930440000000000000000000,28,28,28,28,18
5876780310960430000000000000000000,19,19,19,97,243
5876780310960430000000000000000000,19,19,19,19,19
5876780311000430000000000000000000,10,10,10,78,19
5876780311000430000000000000000000,19,19,19,126,184
5876780311000430000000000000000000,10,10,10,10,0
5876785510960430000000000000000000,10,10,10,19,10
5876785511000430000000000000000000,10,10,10,10,10
5917900310730460000000000000000000,16,16,16,16,23
5917900310850460000000000000000000,8,8,8,8,8
5917900310850460000000000000000000,47,47,47,47,47
5917900311030460000000000000000000,8,8,8,8,8
5917900311030460000000000000000000,8,8,16,8,0
5917905510850460000000000000000000,8,8,8,8,8
5917905510850460000000000000000000,8,8,8,8,8
5979275111150490000000000000000000,19,19,19,19,19
5979275111180480000000000000000000,9,9,9,9,242
5979275111190490000000000000000000,28,84,93,56,56
5979275111800490000000000000000000,28,28,47,19,0
5979275111800490000000000000000000,19,19,19,19,19
5979276411324490000000000000000000,65,65,65,65,372
6039720311500500000000000000000000,79,79,79,79,150
6039726411400510000000000000000000,70,70,70,70,194
6039726411650500000000000000000000,88,88,88,88,88
6039726412000500000000000000000000,26,26,26,26,35
6039726412450510000000000000000000,9,9,9,9,9
6125235111150450000000000000000000,9,9,9,9,9
6125235511150450000000000000000000,19,19,19,19,19
6125235511150450000000000000000000,47,47,47,47,47
6140596111150480000000000000000000,77,77,77,48,48
6140596111150480000000000000000000,10,10,10,10,0
6140596111150480000000000000000000,29,29,29,10,0
6140596111350470000000000000000000,19,19,19,10,29
6140596111350470000000000000000000,29,29,29,10,10
6140596111350480000000000000000000,10,10,10,10,10
6140596111350480000000000000000000,77,77,96,10,0
6140596111350480000000000000000000,38,38,38,125,211
6140596111350480000000000000000000,19,19,19,19,10
6140596111550480000000000000000000,19,19,19,10,0
6140596111800470000000000000000000,10,10,10,10,10
6140596111800480000000000000000000,10,10,10,10,0
6140599111150480000000000000000000,125,125,125,125,125
6140599111350470000000000000000000,58,58,58,58,58
6140599111350480000000000000000000,38,38,38,38,38
6140599111350480000000000000000000,19,19,19,19,19
6194010310980450000000000000000000,10,10,10,10,176
6194013510980450000000000000000000,39,39,39,39,108
6210733510603440000000000000000000,9,9,9,9,0
6210733510603440000000000000000000,113,113,113,113,357
6210733510650440000000000000000000,66,66,66,66,0
6210733510650440000000000000000000,19,19,19,19,0
6210733510820440000000000000000000,9,9,9,9,0
6210733510820440000000000000000000,9,9,9,9,9
6210733510820440000000000000000000,9,9,9,9,367
6210733510820440000000000000000000,9,9,19,9,9
6210733510820440000000000000000000,38,38,28,47,808
6280413510810430000000000000000000,7,7,20,33,7
6280413510960420000000000000000000,13,13,13,7,7
6280413511100430000000000000000000,7,7,7,7,0
6280415110810430000000000000000000,125,125,185,317,376
6280416410960430000000000000000000,73,73,185,370,277
6280416411100420000000000000000000,7,7,13,13,40
6280416411620430000000000000000000,7,7,7,7,13
6492135111640470000000000000000000,5,5,20,87,0
6492135112000470000000000000000000,5,5,15,5,0
6492137112000470000000000000000000,26,26,26,26,117
6513470310960410000000000000000000,9,9,80,205,223
6513470310960410000000000000000000,9,9,9,27,9
6513470310960410000000000000000000,9,9,9,9,0
6513473510960410000000000000000000,27,27,27,18,18
6517825111930510000000000000000000,5,5,85,106,0
6517825111930510000000000000000000,16,16,16,16,122
6534365111050470000000000000000000,122,122,122,122,122
6541343011010460000000000000000000,20,20,20,20,169
6541343011010460000000000000000000,7,7,7,7,7
6541343011010460000000000000000000,39,39,39,39,39
6541343511010460000000000000000000,39,39,39,59,7
6541343511010460000000000000000000,20,20,20,20,7
6541345411100460000000000000000000,39,39,39,39,39
6541345511010470000000000000000000,13,13,13,13,299
6541345511100460000000000000000000,91,91,91,91,371
6541345511100460000000000000000000,39,39,39,39,39
6541345511100470000000000000000000,7,7,7,7,7
6714823510810430000000000000000000,11,50,44,0,0
6714823510830430000000000000000000,50,50,50,33,17
6714823510900430000000000000000000,11,11,11,11,11
6714825110900430000000000000000000,11,11,11,11,11
6714825410810430000000000000000000,6,83,105,0,0
6714825410830430000000000000000000,77,77,77,99,61
6826516411400480000000000000000000,23,23,23,23,38
6826516411850480000000000000000000,15,15,15,15,8
6833640311100450000000000000000000,11,11,11,11,11
6833640311100450000000000000000000,6,6,6,6,6
6833645511100450000000000000000000,6,6,6,6,17
6872705510603460000000000000000000,19,19,19,19,19
6872705510820460000000000000000000,87,87,87,87,87
6927033511010450000000000000000000,12,12,12,267,157
6927033511120450000000000000000000,23,23,23,23,157
6927035111120450000000000000000000,145,145,145,145,145
6927036411010450000000000000000000,41,41,41,290,139
6927036411120450000000000000000000,6,6,6,6,238
6934365410950470000000000000000000,9,9,9,9,89
6934365410980480000000000000000000,9,9,9,9,9
6934365510950470000000000000000000,71,71,71,71,71
6934365510980470000000000000000000,89,89,89,89,89
7136510310920470000000000000000000,37,37,37,37,37
7136510311300470000000000000000000,12,12,12,12,56
7136510311300470000000000000000000,50,50,50,50,43
7136515510920470000000000000000000,6,6,6,6,6
7136515511300470000000000000000000,6,6,6,6,12
7141505111270470000000000000000000,80,80,80,80,80
7141505111270470000000000000000000,20,20,20,20,20
7141509111860470000000000000000000,10,10,10,10,10
7141525111180450000000000000000000,50,50,241,370,392
7141525111180450000000000000000000,17,17,39,45,90
7141525111470450000000000000000000,11,11,28,22,34
7141525411100450000000000000000000,34,34,34,34,34
7141526411320470000000000000000000,95,95,95,95,95
7141526411620470000000000000000000,22,22,22,22,22
7148605111050470000000000000000000,16,16,37,90,16
7148605111050470000000000000000000,5,5,5,5,164
7148605511050470000000000000000000,5,5,5,5,5
7148606411287470000000000000000000,27,27,27,32,53
7251373510840430000000000000000000,18,18,18,18,18
7251375110840440000000000000000000,18,18,18,18,18
7251375111010440000000000000000000,9,9,9,9,9
7327585111110460000000000000000000,7,7,7,7,7
7327585111110460000000000000000000,35,35,35,35,126
7327587111570460000000000000000000,14,14,14,14,21
7327587111570460000000000000000000,7,7,7,7,7
7327587111890460000000000000000000,7,7,7,7,0
7359713510810460000000000000000000,34,34,34,516,396
7359715110810460000000000000000000,95,95,95,2580,2107
7359715410850460000000000000000000,103,103,103,103,103
7359716411030460000000000000000000,77,77,77,215,9
7360943510840450000000000000000000,63,63,63,63,342
7360943510840450000000000000000000,144,144,144,144,144
7392963011010470000000000000000000,12,12,12,12,12
7392963011010480000000000000000000,30,30,30,30,30
7392963510820470000000000000000000,6,6,6,6,0
7392963510820470000000000000000000,6,6,6,6,0
7392963510820470000000000000000000,24,24,24,6,0
7392963510820470000000000000000000,24,24,24,24,78
7392963510820470000000000000000000,6,6,6,6,6
7392963510820470000000000000000000,6,6,6,6,6
7392963510820470000000000000000000,258,258,258,258,498
7392963510820470000000000000000000,768,768,768,768,0
7392963511010470000000000000000000,6,6,6,6,6
7392963511010470000000000000000000,30,30,30,30,0
7392965510820470000000000000000000,114,114,114,114,30
7392965510820470000000000000000000,6,6,6,6,0
7392965511010470000000000000000000,6,6,6,6,6
7392965511010470000000000000000000,6,6,6,6,0
7392965511100470000000000000000000,342,342,342,342,210
7392965511100470000000000000000000,42,42,42,42,0
7392965511100480000000000000000000,6,6,6,6,6
7411525111860470000000000000000000,55,55,55,55,97
7411525111860470000000000000000000,21,21,76,207,62
7411526411190460000000000000000000,104,104,104,455,642
7411526411190460000000000000000000,28,28,28,48,7
7439573510800450000000000000000000,57,57,57,57,227
7439575110800450000000000000000000,65,65,65,65,381
7451373510920440000000000000000000,74,90,115,0,0
7451373510920450000000000000000000,156,148,213,0,0
7451373510940440000000000000000000,41,41,41,41,74
7451373510940440000000000000000000,16,16,16,16,8
7451373510940450000000000000000000,33,33,33,156,156
7451373510940450000000000000000000,16,16,16,8,8
7451375110940430000000000000000000,16,16,16,25,33
7451375110940450000000000000000000,8,8,8,90,49
7451375111350440000000000000000000,16,16,16,57,82
7451375111350450000000000000000000,33,33,33,57,74
7451375410920440000000000000000000,164,328,254,8,0
7451375410920450000000000000000000,164,164,385,8,0
7451375410940440000000000000000000,25,25,25,369,328
7451375410940450000000000000000000,25,25,25,271,418
7503403111150450000000000000000000,95,95,95,162,190
7503405511150450000000000000000000,10,10,10,38,67
7604120311220470000000000000000000,7,7,7,7,7
7604120311220470000000000000000000,7,7,7,7,7
7604120311410470000000000000000000,7,7,7,7,7
7604120311410470000000000000000000,7,7,7,7,7
7604120311410470000000000000000000,7,7,7,7,7
7863515110938460000000000000000000,7,33,33,46,0
7863515110938460000000000000000000,65,65,65,65,572
7863515510938460000000000000000000,7,20,20,26,39
7892900310790450000000000000000000,15,15,15,15,15
7892900310790450000000000000000000,8,8,8,8,8
7892903510730450000000000000000000,8,8,8,8,8
7892903510790450000000000000000000,8,8,8,8,8
8103983510660430000000000000000000,10,10,10,10,10
8103985110810430000000000000000000,10,10,10,86,29
8152306411210440000000000000000000,30,30,30,30,30
8152309111285440000000000000000000,10,10,10,10,10
8190615111210440000000000000000000,8,8,55,250,530
8190615111210440000000000000000000,8,8,8,0,0
8190615511210450000000000000000000,8,8,8,16,23
8422465411300480000000000000000000,19,19,19,19,19
8518577111790480000000000000000000,20,20,20,20,147
8518577111930490000000000000000000,29,29,29,29,59
8518579111930480000000000000000000,10,10,10,10,10
8540790311000470000000000000000000,178,178,178,178,138
8540793511000470000000000000000000,41,41,41,41,16
8545482110880430000000000000000000,19,19,19,19,19
8545483510880430000000000000000000,13,13,13,13,13
8545485110920430000000000000000000,13,13,13,13,13
8614595511240460000000000000000000,7,7,7,7,7
8614596410920470000000000000000000,7,7,7,7,7
8614596411240470000000000000000000,155,155,155,155,155
8716425111330450000000000000000000,31,31,31,242,0
8716425111330450000000000000000000,25,25,25,25,6
8716425111350450000000000000000000,25,25,25,25,62
8716425111350450000000000000000000,6,6,6,6,6
8716425111780450000000000000000000,12,68,50,31,6
8716425111820450000000000000000000,6,6,6,6,25
8721806411720480000000000000000000,13,13,13,13,13
8721806411720480000000000000000000,54,54,54,54,54
8836916411100490000000000000000000,5,5,5,5,11
